Index,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
18,For All The Dogs,19,6ZprqcYFC6D9eIZaCoqrSn,Gently (feat. Bad Bunny),spotify:track:6ZprqcYFC6D9eIZaCoqrSn,0.0479,0.868,0.407,0.000111,0.139,-7.735,0.295,107.524,0.255,87
19,For All The Dogs,20,1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,0.0377,0.645,0.729,0.0,0.384,-4.56,0.0528,146.01,0.142,87
20,For All The Dogs,21,17IBDpAl3J39swaoPlfGpp,Another Late Night (feat. Lil Yachty),spotify:track:17IBDpAl3J39swaoPlfGpp,0.0347,0.684,0.541,0.0,0.138,-8.04,0.0483,158.046,0.214,83
21,For All The Dogs,22,4IcbUXrAzBtn6iUO1LP471,Away From Home,spotify:track:4IcbUXrAzBtn6iUO1LP471,0.0195,0.848,0.625,0.0,0.109,-7.64,0.0587,93.019,0.226,81
22,For All The Dogs,23,3oZZfVvLJuDYc4Vn3A63Fw,Polar Opposites,spotify:track:3oZZfVvLJuDYc4Vn3A63Fw,0.0924,0.44,0.274,3.37e-06,0.128,-14.464,0.0809,76.513,0.343,80
23,Her Loss,1,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.0503,0.561,0.52,1.86e-06,0.355,-9.342,0.244,153.15,0.424,88
24,Her Loss,2,46s57QULU02Voy0Kup6UEb,Major Distribution,spotify:track:46s57QULU02Voy0Kup6UEb,0.0127,0.908,0.546,0.0,0.0707,-10.491,0.323,131.016,0.225,76
25,Her Loss,3,34tz0eDhGuFErIuW3q4mPX,On BS,spotify:track:34tz0eDhGuFErIuW3q4mPX,0.0201,0.841,0.358,0.0,0.39,-8.368,0.591,158.014,0.329,80
26,Her Loss,4,0wshkEEcJUQU33RSRBb5dv,BackOutsideBoyz,spotify:track:0wshkEEcJUQU33RSRBb5dv,0.0407,0.849,0.433,0.0,0.388,-8.434,0.316,142.11,0.395,73
27,Her Loss,5,7l2nxyx7IkBX5orhkALg0V,Privileged Rappers,spotify:track:7l2nxyx7IkBX5orhkALg0V,0.00274,0.934,0.614,0.0,0.123,-7.384,0.198,144.045,0.616,77
28,Her Loss,6,2ZL7WZcjuYKi1KUDtp4kCC,Spin Bout U,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,0.01,0.773,0.701,0.0,0.163,-6.386,0.0512,129.963,0.203,84
29,Her Loss,7,0sSRLXxknVTQDStgU1NqpY,Hours In Silence,spotify:track:0sSRLXxknVTQDStgU1NqpY,0.234,0.501,0.403,0.0,0.267,-11.106,0.119,118.352,0.111,78
30,Her Loss,8,4Flfb4fGscN9kXPOduQLrv,Treacherous Twins,spotify:track:4Flfb4fGscN9kXPOduQLrv,0.0782,0.746,0.517,0.0,0.137,-7.582,0.327,88.987,0.609,71
31,Her Loss,9,7GeTsDIc5ykNB6lORO6Cee,Circo Loco,spotify:track:7GeTsDIc5ykNB6lORO6Cee,0.0102,0.734,0.605,0.0,0.317,-8.476,0.0699,103.976,0.252,78
32,Her Loss,10,2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),spotify:track:2KLwPaRDOB87XOYAT2fgxh,0.0623,0.749,0.63,0.0,0.353,-6.652,0.116,122.03,0.445,80
33,Her Loss,11,45pUWUeEWGoSdH6UF162G8,Broke Boys,spotify:track:45pUWUeEWGoSdH6UF162G8,0.0104,0.642,0.533,0.000108,0.251,-7.45,0.266,120.041,0.112,75
34,Her Loss,12,410TZrK18uRjtsTunG14cl,Middle of the Ocean,spotify:track:410TZrK18uRjtsTunG14cl,0.18,0.466,0.703,0.0,0.422,-5.774,0.393,76.815,0.25,70
35,Her Loss,13,2ZlABhxMMa43COmZ97kKsJ,Jumbotron Shit Poppin,spotify:track:2ZlABhxMMa43COmZ97kKsJ,0.221,0.799,0.575,0.0,0.196,-6.257,0.282,99.026,0.319,76
36,Her Loss,14,29YW2xXlo6Pc6M0SBTCXYN,More M’s,spotify:track:29YW2xXlo6Pc6M0SBTCXYN,0.0405,0.704,0.504,0.000422,0.139,-6.749,0.223,82.537,0.0713,73
37,Her Loss,15,1MTXYvJ9TSqg9x6WPCDx2n,3AM on Glenwood,spotify:track:1MTXYvJ9TSqg9x6WPCDx2n,0.0533,0.475,0.692,6.49e-06,0.18,-8.327,0.398,181.167,0.241,65
38,Her Loss,16,31bsuKDOzFGzBAoXxtnAJm,I Guess It’s Fuck Me,spotify:track:31bsuKDOzFGzBAoXxtnAJm,0.499,0.385,0.34,1.2e-05,0.196,-11.754,0.051,83.947,0.0398,69
39,"Honestly, Nevermind",1,1kNdtonJXHorsVpWerK8C2,Intro,spotify:track:1kNdtonJXHorsVpWerK8C2,0.955,0.193,0.0218,0.88,0.117,-31.16,0.0389,125.501,0.213,58
40,"Honestly, Nevermind",2,1vbn9fEyw1IYhqgZJdu9ZB,Falling Back,spotify:track:1vbn9fEyw1IYhqgZJdu9ZB,0.238,0.718,0.758,0.00653,0.11,-8.29,0.0703,118.989,0.349,64
41,"Honestly, Nevermind",3,4FIgHqXd4KkOwxrGeLDYM2,Texts Go Green,spotify:track:4FIgHqXd4KkOwxrGeLDYM2,0.000916,0.765,0.627,0.195,0.0847,-4.607,0.0622,118.997,0.536,65
42,"Honestly, Nevermind",4,1eCFz60zd7mAXgWLapPd9B,Currents,spotify:track:1eCFz60zd7mAXgWLapPd9B,0.104,0.883,0.283,0.00167,0.0935,-12.653,0.113,122.013,0.416,65
43,"Honestly, Nevermind",5,0nAZGkBGKQCXyaoSJfRhC1,A Keeper,spotify:track:0nAZGkBGKQCXyaoSJfRhC1,0.512,0.6,0.482,0.000104,0.115,-11.596,0.0701,121.909,0.323,69
44,"Honestly, Nevermind",6,7sT7kZEYd1MrmzLLIRVZas,Calling My Name,spotify:track:7sT7kZEYd1MrmzLLIRVZas,0.62,0.826,0.276,8.53e-05,0.118,-11.227,0.266,123.985,0.484,65
45,"Honestly, Nevermind",7,4rmVZajAF7PkrCagGPHbqa,Sticky,spotify:track:4rmVZajAF7PkrCagGPHbqa,0.0917,0.853,0.495,0.000217,0.0844,-14.63,0.14,137.027,0.0774,78
46,"Honestly, Nevermind",8,28JBD8p18xNuOfyV7Cotdn,Massive,spotify:track:28JBD8p18xNuOfyV7Cotdn,0.114,0.499,0.671,0.0169,0.148,-6.774,0.0561,124.994,0.0557,74
47,"Honestly, Nevermind",9,6Yj7Zhxt73uvwFFvzQXdxO,Flight's Booked,spotify:track:6Yj7Zhxt73uvwFFvzQXdxO,0.886,0.593,0.41,0.0993,0.115,-13.097,0.0531,122.584,0.201,68
48,"Honestly, Nevermind",10,7hRlTK3mgFTBEjX7DjqBsI,Overdrive,spotify:track:7hRlTK3mgFTBEjX7DjqBsI,0.444,0.502,0.645,0.00964,0.107,-10.611,0.122,109.739,0.518,61
49,"Honestly, Nevermind",11,3N3d4OWbPVxTQVBFqNyykk,Down Hill,spotify:track:3N3d4OWbPVxTQVBFqNyykk,0.965,0.718,0.319,0.00036,0.0895,-11.261,0.0435,109.994,0.639,58
50,"Honestly, Nevermind",12,1XsRwo2it6QHdV2OiT6IzF,Tie That Binds,spotify:track:1XsRwo2it6QHdV2OiT6IzF,0.0176,0.775,0.688,0.0917,0.108,-10.912,0.0593,120.017,0.284,61
51,"Honestly, Nevermind",13,2vy9Ry1TNjCD85TiCbTz0r,Liability,spotify:track:2vy9Ry1TNjCD85TiCbTz0r,0.268,0.557,0.706,0.0,0.132,-6.592,0.0649,105.013,0.582,62
52,"Honestly, Nevermind",14,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.000307,0.529,0.673,2.41e-06,0.093,-4.711,0.175,165.921,0.366,90
53,Certified Lover Boy,1,2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,0.758,0.423,0.667,0.0,0.246,-7.012,0.326,86.743,0.496,79
54,Certified Lover Boy,2,6jy9yJfgCsMHdu2Oz4BGKX,Papi’s Home,spotify:track:6jy9yJfgCsMHdu2Oz4BGKX,0.112,0.701,0.741,0.0,0.699,-6.157,0.313,140.177,0.588,71
55,Certified Lover Boy,3,37Nqx7iavZpotJSDXZWbJ3,Girls Want Girls (with Lil Baby),spotify:track:37Nqx7iavZpotJSDXZWbJ3,0.181,0.767,0.438,0.0,0.142,-8.726,0.29,86.975,0.381,79
56,Certified Lover Boy,4,61S79KIVA4I9FXbnsylEHT,In The Bible (with Lil Durk & Giveon),spotify:track:61S79KIVA4I9FXbnsylEHT,0.614,0.686,0.385,0.0,0.131,-8.35,0.297,143.07,0.147,70
57,Certified Lover Boy,5,4VCbgIdr8ptegWeJpqLVHH,Love All (with JAY-Z),spotify:track:4VCbgIdr8ptegWeJpqLVHH,0.354,0.73,0.576,3.59e-05,0.15,-5.442,0.287,92.131,0.155,73
58,Certified Lover Boy,6,40iJIUlhi6renaREYGeIDS,Fair Trade (with Travis Scott),spotify:track:40iJIUlhi6renaREYGeIDS,0.0503,0.666,0.465,0.0,0.215,-8.545,0.26,167.937,0.292,87
59,Certified Lover Boy,7,0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),spotify:track:0k1WUmIRnG3xU6fvvDVfRG,0.000619,0.803,0.597,4.5e-06,0.323,-6.035,0.141,136.008,0.331,78
60,Certified Lover Boy,8,4s7QLoImIwmPi9L6dq1nVW,TSU,spotify:track:4s7QLoImIwmPi9L6dq1nVW,0.228,0.568,0.56,3.05e-06,0.39,-9.059,0.42,130.019,0.246,76
61,Certified Lover Boy,9,34D6FJysnQioVingDKufuf,N 2 Deep,spotify:track:34D6FJysnQioVingDKufuf,0.0518,0.507,0.429,0.0,0.109,-7.726,0.326,91.0,0.0744,71
62,Certified Lover Boy,10,11pEKMLmavDu8fxOB5QjbQ,Pipe Down,spotify:track:11pEKMLmavDu8fxOB5QjbQ,0.128,0.518,0.69,0.0,0.176,-6.15,0.107,77.837,0.59,76
63,Certified Lover Boy,11,1PDP7mLiAMwhfmgIwzhOm2,Yebba’s Heartbreak,spotify:track:1PDP7mLiAMwhfmgIwzhOm2,0.967,0.476,0.161,0.0381,0.109,-11.665,0.0407,119.614,0.0908,82
64,Certified Lover Boy,12,2tUL6dZf1mywCj5WvCPZw6,No Friends In The Industry,spotify:track:2tUL6dZf1mywCj5WvCPZw6,0.0181,0.84,0.744,0.0,0.629,-4.751,0.113,83.737,0.171,74
65,Certified Lover Boy,13,2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),spotify:track:2BcMwX1MPV6ZHP4tUT9uq6,0.0635,0.849,0.424,0.0,0.0834,-9.579,0.324,145.887,0.153,84
66,Certified Lover Boy,14,42m3eP1JJhtzffal9B136J,7am On Bridle Path,spotify:track:42m3eP1JJhtzffal9B136J,0.225,0.724,0.531,0.0,0.11,-4.108,0.298,89.901,0.141,66
67,Certified Lover Boy,15,2Q3jFbyE61mCjS3SkW4toJ,Race My Mind,spotify:track:2Q3jFbyE61mCjS3SkW4toJ,0.179,0.488,0.635,8.16e-06,0.156,-7.19,0.26,174.072,0.783,70
68,Certified Lover Boy,16,08XWh5c0BMyD1nKVxxl91z,Fountains (with Tems),spotify:track:08XWh5c0BMyD1nKVxxl91z,0.181,0.843,0.485,0.0675,0.107,-8.735,0.195,100.053,0.689,74
69,Certified Lover Boy,17,5ScbulRnixQ2XAdvrPMFjz,Get Along Better,spotify:track:5ScbulRnixQ2XAdvrPMFjz,0.00645,0.32,0.466,0.0,0.133,-6.77,0.0374,177.693,0.338,73
70,Certified Lover Boy,18,50ceCGZ3oD3U5caQV5bP6f,You Only Live Twice (with Lil Wayne & Rick Ross),spotify:track:50ceCGZ3oD3U5caQV5bP6f,0.118,0.519,0.851,0.0,0.178,-6.001,0.29,123.823,0.711,67
71,Certified Lover Boy,19,7F9cT6hIRhnFCYP6GKS0tf,IMY2 (with Kid Cudi),spotify:track:7F9cT6hIRhnFCYP6GKS0tf,0.402,0.59,0.493,0.00504,0.129,-8.704,0.0367,150.026,0.0498,69
72,Certified Lover Boy,20,3RkNXZvOSMMElmmXztDc94,F*****g Fans,spotify:track:3RkNXZvOSMMElmmXztDc94,0.213,0.783,0.416,0.0,0.103,-9.84,0.135,87.073,0.165,68
73,Certified Lover Boy,21,1cCXT1cErAY6tmIqHbodrt,The Remorse,spotify:track:1cCXT1cErAY6tmIqHbodrt,0.812,0.473,0.53,6.92e-06,0.227,-8.506,0.249,74.732,0.637,62
74,Dark Lane Demo Tapes,1,3IvMYBE7A3c7to1aEcfFJk,Deep Pockets,spotify:track:3IvMYBE7A3c7to1aEcfFJk,0.482,0.473,0.824,0.0,0.605,-3.68,0.163,77.888,0.374,59
75,Dark Lane Demo Tapes,2,5TCBWmEBrin7etRa4Lswr1,When To Say When,spotify:track:5TCBWmEBrin7etRa4Lswr1,0.252,0.41,0.82,0.0,0.538,-6.808,0.533,170.718,0.526,61
76,Dark Lane Demo Tapes,3,4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),spotify:track:4wVOKKEHUJxHCFFNUWDn0B,0.629,0.735,0.449,0.0,0.113,-7.507,0.347,122.947,0.0397,83
77,Dark Lane Demo Tapes,4,3Q4gttWQ6hxqWOa3tHoTNi,Not You Too (feat. Chris Brown),spotify:track:3Q4gttWQ6hxqWOa3tHoTNi,0.342,0.458,0.452,1.94e-05,0.0703,-9.299,0.047,86.318,0.316,80
78,Dark Lane Demo Tapes,5,466cKvZn1j45IpxDdYZqdA,Toosie Slide,spotify:track:466cKvZn1j45IpxDdYZqdA,0.289,0.83,0.49,3.04e-06,0.113,-8.82,0.209,81.604,0.845,71
79,Dark Lane Demo Tapes,6,7eYAHC0RbBF9eaqWzT34Aq,Desires (with Future),spotify:track:7eYAHC0RbBF9eaqWzT34Aq,0.281,0.812,0.506,0.0,0.325,-7.706,0.116,145.074,0.554,68
80,Dark Lane Demo Tapes,7,5H4mXWKcicuLKDn4Jy0sK7,Time Flies,spotify:track:5H4mXWKcicuLKDn4Jy0sK7,0.201,0.864,0.477,0.0,0.182,-5.786,0.224,86.46,0.5,80
81,Dark Lane Demo Tapes,8,3KixNgUEaDtrKJVzdqjU5q,Landed,spotify:track:3KixNgUEaDtrKJVzdqjU5q,0.00606,0.881,0.636,0.0,0.111,-4.629,0.287,163.949,0.715,62
82,Dark Lane Demo Tapes,9,5fHrHoJKfCgBd35zwIBmUK,D4L,spotify:track:5fHrHoJKfCgBd35zwIBmUK,0.0128,0.718,0.706,0.0,0.352,-5.709,0.06,170.004,0.815,62
83,Dark Lane Demo Tapes,10,6Kj17Afjo1OKJYpf5VzCeo,Pain 1993 (with Playboi Carti),spotify:track:6Kj17Afjo1OKJYpf5VzCeo,0.163,0.825,0.373,0.0,0.368,-5.532,0.108,77.271,0.12,81
84,Dark Lane Demo Tapes,11,6fLVTVaHWaEfVKfEgbkf4D,Losses,spotify:track:6fLVTVaHWaEfVKfEgbkf4D,0.28,0.551,0.57,0.0,0.424,-7.385,0.351,85.687,0.505,60
85,Dark Lane Demo Tapes,12,0YkUwXxnTkeJBvt5upeEtP,From Florida With Love,spotify:track:0YkUwXxnTkeJBvt5upeEtP,0.768,0.787,0.477,0.0,0.104,-7.837,0.199,80.506,0.476,64
86,Dark Lane Demo Tapes,13,05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),spotify:track:05aZ9sAU1YXndHv0FMi9iW,0.423,0.543,0.766,0.0,0.155,-3.387,0.343,106.869,0.729,63
87,Dark Lane Demo Tapes,14,1I55Ea0zVoSKs6MqW7DQ3i,War,spotify:track:1I55Ea0zVoSKs6MqW7DQ3i,0.292,0.749,0.792,0.0,0.109,-4.151,0.0826,144.064,0.239,66
88,Care Package,1,1qyFlfPREPbRcS2BNszdYI,Dreams Money Can Buy,spotify:track:1qyFlfPREPbRcS2BNszdYI,0.765,0.423,0.587,0.0,0.114,-6.635,0.529,180.331,0.33,59
89,Care Package,2,0Tacxc5lDJ8LwiO1pWNSl8,The Motion,spotify:track:0Tacxc5lDJ8LwiO1pWNSl8,0.371,0.631,0.788,0.000317,0.108,-7.142,0.102,157.769,0.544,65
90,Care Package,3,4n4BflhWjCHIxrI4v7Xt9s,How Bout Now,spotify:track:4n4BflhWjCHIxrI4v7Xt9s,0.205,0.789,0.404,0.0,0.219,-8.364,0.23,122.062,0.472,69
91,Care Package,4,4Wjhj0WjkyECccfHVIgaTq,Trust Issues,spotify:track:4Wjhj0WjkyECccfHVIgaTq,0.779,0.421,0.539,0.0,0.111,-5.456,0.274,89.177,0.523,83
92,Care Package,5,4czcw3NVLY0of5hTD7OufN,Days in The East,spotify:track:4czcw3NVLY0of5hTD7OufN,0.348,0.733,0.361,0.000285,0.0942,-11.129,0.135,94.902,0.0361,58
93,Care Package,6,3W3FVHEDetkiRkkGKDmdir,Draft Day,spotify:track:3W3FVHEDetkiRkkGKDmdir,0.0322,0.673,0.81,0.0,0.133,-3.793,0.36,166.084,0.564,55
94,Care Package,7,6C9SwoZ5OrxcvkntgA5t8s,4pm in Calabasas,spotify:track:6C9SwoZ5OrxcvkntgA5t8s,0.115,0.743,0.66,0.0,0.101,-4.802,0.418,192.031,0.549,60
95,Care Package,8,0FnxK9FEAQyPJ284QcieNb,5 Am in Toronto,spotify:track:0FnxK9FEAQyPJ284QcieNb,0.0678,0.555,0.88,0.0,0.0723,-4.325,0.265,87.195,0.391,62
96,Care Package,9,3sMC6vfTTSa0mMAPTwzDVD,I Get Lonely,spotify:track:3sMC6vfTTSa0mMAPTwzDVD,0.706,0.477,0.501,5.61e-06,0.0953,-9.178,0.0398,81.376,0.689,58
97,Care Package,10,4alHkxxwAhvoGg3dJCATKV,My Side,spotify:track:4alHkxxwAhvoGg3dJCATKV,0.603,0.549,0.495,7.26e-06,0.0979,-5.661,0.133,81.012,0.385,52
98,Care Package,11,2xUHiyGeGrWmmfv7NbDTWC,Jodeci Freestyle (feat. J. Cole),spotify:track:2xUHiyGeGrWmmfv7NbDTWC,0.0111,0.498,0.844,0.0,0.102,-2.834,0.268,88.435,0.282,56
99,Care Package,12,6MR5IBSNfDmiwnrlQpVw4w,Club Paradise,spotify:track:6MR5IBSNfDmiwnrlQpVw4w,0.758,0.338,0.729,3.24e-05,0.18,-6.419,0.102,184.174,0.543,61
100,Care Package,13,18t8ypY0HYaQuGBxg2KdT2,Free Spirit (feat. Rick Ross),spotify:track:18t8ypY0HYaQuGBxg2KdT2,0.281,0.508,0.748,0.0,0.168,-4.997,0.33,100.414,0.225,58
101,Care Package,14,27Tqjd2nMW2mIp6Yk1ovwY,Heat Of The Moment,spotify:track:27Tqjd2nMW2mIp6Yk1ovwY,0.179,0.641,0.454,0.000116,0.065,-8.344,0.133,78.036,0.302,50
102,Care Package,15,56NDFbD0tCUawnqeU2wcvv,Girls Love Beyoncé (feat. James Fauntleroy),spotify:track:56NDFbD0tCUawnqeU2wcvv,0.782,0.619,0.489,0.0,0.106,-11.25,0.46,126.046,0.328,63
103,Care Package,16,73IE87H0g2MBmdn41lkVto,Paris Morton Music,spotify:track:73IE87H0g2MBmdn41lkVto,0.414,0.505,0.494,7.98e-05,0.105,-8.635,0.315,171.978,0.141,61
104,Care Package,17,3e0ZGE7Gp034iLknjQk4QW,Can I,spotify:track:3e0ZGE7Gp034iLknjQk4QW,0.484,0.643,0.178,0.0108,0.122,-8.56,0.0588,85.042,0.0674,70
105,Scorpion,1,2yg9UN4eo5eMVJ7OB4RWj3,Survival,spotify:track:2yg9UN4eo5eMVJ7OB4RWj3,0.133,0.555,0.596,0.0,0.123,-9.09,0.375,77.324,0.145,63
106,Scorpion,2,0TlLq3lA83rQOYtrqBqSct,Nonstop,spotify:track:0TlLq3lA83rQOYtrqBqSct,0.0165,0.912,0.412,0.0126,0.104,-8.074,0.123,154.983,0.423,82
107,Scorpion,3,3szf2z1Cy1QMrtHrbn8rz9,Elevate,spotify:track:3szf2z1Cy1QMrtHrbn8rz9,0.0152,0.758,0.474,0.0,0.116,-8.72,0.147,76.061,0.0542,64
108,Scorpion,4,5Psnhdkyanjpgc2P8A5TSM,Emotionless,spotify:track:5Psnhdkyanjpgc2P8A5TSM,0.0248,0.414,0.677,0.0,0.0793,-5.12,0.254,172.521,0.0853,69
109,Scorpion,5,6DCZcSspjsKoFjzjrWoCdn,God's Plan,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.0332,0.754,0.449,8.29e-05,0.552,-9.211,0.109,77.169,0.357,87
110,Scorpion,6,3qN5qMTKyEEmiTZD38BNTT,I'm Upset,spotify:track:3qN5qMTKyEEmiTZD38BNTT,0.279,0.899,0.586,0.0,0.0836,-7.866,0.343,150.002,0.492,70
111,Scorpion,7,0zqy3ss4CwD6u4QPksS0nI,8 Out Of 10,spotify:track:0zqy3ss4CwD6u4QPksS0nI,0.161,0.527,0.689,0.0,0.498,-7.87,0.741,170.538,0.31,63
112,Scorpion,8,7rC5Pl8rQSX4myONQHYPBK,Mob Ties,spotify:track:7rC5Pl8rQSX4myONQHYPBK,0.045,0.754,0.575,0.00131,0.276,-8.393,0.0682,86.009,0.491,72
113,Scorpion,9,1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,spotify:track:1dUHF4RyMmMTveJ0Rby6Xm,0.126,0.761,0.598,0.0,0.0839,-7.249,0.182,173.897,0.446,70
114,Scorpion,10,6cblRiEGDRNZgowcm951R3,Sandra’s Rose,spotify:track:6cblRiEGDRNZgowcm951R3,0.0481,0.486,0.849,0.0,0.143,-5.432,0.246,152.086,0.519,66
115,Scorpion,11,4ksuI04WMvUnJbHQjgs3L5,Talk Up (feat. Jay-Z),spotify:track:4ksuI04WMvUnJbHQjgs3L5,0.00354,0.758,0.491,6.5e-06,0.292,-9.877,0.138,140.121,0.334,61
116,Scorpion,12,1Tnw0ItH1Macok8gblnPPd,Is There More,spotify:track:1Tnw0ItH1Macok8gblnPPd,0.727,0.708,0.547,0.0,0.159,-7.607,0.314,83.8,0.549,59
117,Scorpion,1,11L064movtyopGdLiX4sVg,Peak,spotify:track:11L064movtyopGdLiX4sVg,0.85,0.687,0.218,0.000125,0.106,-13.539,0.0388,91.991,0.269,62
118,Scorpion,2,4HG1YiGBseVKzjyKcmAJen,Summer Games,spotify:track:4HG1YiGBseVKzjyKcmAJen,0.477,0.776,0.482,0.0456,0.11,-11.269,0.0357,136.008,0.134,62
119,Scorpion,3,4c2xt1trwYZpMqPWY35Xi9,Jaded,spotify:track:4c2xt1trwYZpMqPWY35Xi9,0.037,0.764,0.271,0.0,0.175,-5.697,0.0414,116.019,0.0371,73
120,Scorpion,4,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,spotify:track:3CA9pLiwRIGtUBiMjbZmRw,0.0891,0.585,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,0.758,82
121,Scorpion,5,2WP8G2pdddDmnh1xbfKBOI,Finesse,spotify:track:2WP8G2pdddDmnh1xbfKBOI,0.133,0.807,0.319,0.000338,0.101,-8.152,0.0581,94.992,0.299,78
122,Scorpion,6,4SUwJA3eUVNHExxMPEUhQe,Ratchet Happy Birthday,spotify:track:4SUwJA3eUVNHExxMPEUhQe,0.11,0.657,0.571,0.00123,0.0735,-12.519,0.139,167.958,0.622,57
123,Scorpion,7,41a7dZcq30Ss5kPMayWRV0,That’s How You Feel,spotify:track:41a7dZcq30Ss5kPMayWRV0,0.117,0.85,0.473,0.0103,0.108,-5.747,0.209,85.454,0.38,67
124,Scorpion,8,4n1bdaKwynQndm47x5HqWX,Blue Tint,spotify:track:4n1bdaKwynQndm47x5HqWX,0.013,0.889,0.372,0.0,0.184,-10.254,0.357,133.997,0.123,65
125,Scorpion,9,2G7V7zsVDxg1yRsu7Ew9RJ,In My Feelings,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,0.0589,0.835,0.626,6e-05,0.396,-5.833,0.125,91.03,0.35,78
126,Scorpion,10,6G8kHiVZ1jW7vHMPVRNZU0,Don’t Matter To Me (with Michael Jackson),spotify:track:6G8kHiVZ1jW7vHMPVRNZU0,0.493,0.822,0.318,0.0128,0.11,-12.391,0.0575,102.998,0.138,72
127,Scorpion,11,3mvYQKm8h6M5K5h0nVPY9S,After Dark (feat. Static Major & Ty Dolla $ign),spotify:track:3mvYQKm8h6M5K5h0nVPY9S,0.0407,0.687,0.429,0.0,0.142,-13.075,0.192,141.966,0.336,60
128,Scorpion,12,44Du2IM1bGY7dicmLfXbUs,Final Fantasy,spotify:track:44Du2IM1bGY7dicmLfXbUs,0.422,0.5,0.449,7.96e-06,0.115,-10.977,0.442,144.206,0.104,58
129,Scorpion,13,09lmraDvzBT3pUQ2rUtJzK,March 14,spotify:track:09lmraDvzBT3pUQ2rUtJzK,0.405,0.558,0.414,0.0,0.36,-7.355,0.358,127.094,0.318,56
130,More Life,1,05KOgYg8PGeJyyWBPi5ja8,Free Smoke,spotify:track:05KOgYg8PGeJyyWBPi5ja8,0.0681,0.736,0.491,0.0,0.571,-6.892,0.439,141.979,0.203,65
131,More Life,2,6CfrYuD3YRDYdYvH9jNtXY,No Long Talk,spotify:track:6CfrYuD3YRDYdYvH9jNtXY,0.0671,0.913,0.608,0.0,0.533,-6.839,0.234,97.063,0.578,60
132,More Life,3,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.256,0.809,0.463,0.085,0.109,-11.377,0.0396,111.98,0.364,87
133,More Life,4,13e6f8t7RKXuxZ0JdaaJRG,Jorja Interlude,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,0.762,0.735,0.373,0.00202,0.288,-10.478,0.104,123.081,0.237,69
134,More Life,5,7y6c07pgjZvtHI9kuMVqk1,Get It Together,spotify:track:7y6c07pgjZvtHI9kuMVqk1,0.0945,0.781,0.721,0.391,0.104,-9.133,0.0514,123.011,0.849,73
135,More Life,6,76gUmNLXGQVOsGhfcshkFP,Madiba Riddim,spotify:track:76gUmNLXGQVOsGhfcshkFP,0.245,0.839,0.521,0.00545,0.607,-10.45,0.166,105.992,0.33,65
136,More Life,7,2XlHu0HcujBCkWMdIAvrqt,Blem,spotify:track:2XlHu0HcujBCkWMdIAvrqt,0.0533,0.726,0.535,1.38e-05,0.0984,-7.804,0.0476,98.067,0.375,66
137,More Life,8,2fkeWbM6iqTw7oGHTYm2lw,4422,spotify:track:2fkeWbM6iqTw7oGHTYm2lw,0.558,0.609,0.229,0.0413,0.113,-12.36,0.0333,111.887,0.19,69
138,More Life,9,6UjfByV1lDLW0SOVQA4NAi,Gyalchester,spotify:track:6UjfByV1lDLW0SOVQA4NAi,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,71
139,More Life,10,2dfqS3MRtbLZSZA1IL8xY5,Skepta Interlude,spotify:track:2dfqS3MRtbLZSZA1IL8xY5,0.0103,0.745,0.822,4.2e-06,0.155,-6.354,0.252,86.733,0.415,59
140,More Life,11,2bjwRfXMk4uRgOD9IBYl9h,Portland,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,0.0172,0.925,0.443,0.0,0.276,-8.216,0.264,136.078,0.35,74
141,More Life,12,0xl1w2q4VLojeXp4JfazPL,Sacrifices,spotify:track:0xl1w2q4VLojeXp4JfazPL,0.0407,0.903,0.439,0.0,0.138,-11.813,0.397,139.112,0.532,62
